NAME,TEAM,GP,MIN,PTS,AST,OREB,DREB,REB,STL,BLK,TOV,PF,+/-,DD2,TD3,FGM,FGA,FG%,FG3M,FG3A,FG3%,FTM,FTA,FT%
Deni Avdija,WAS,80,24.1,8.3,2.0,0.6,4.6,5.2,0.7,0.6,1.0,2.3,-0.4,3,0,3.0,7.0,0.432,1.0,3.1,0.32,1.3,1.7,0.756
Dennis Schroder,HOU,64,28.7,13.5,4.6,0.5,2.8,3.3,0.8,0.1,2.2,2.4,-0.5,1,0,4.9,11.3,0.431,1.3,3.9,0.344,2.5,2.9,0.853
Dennis Smith Jr.,POR,37,17.3,5.6,3.6,0.5,1.8,2.4,1.2,0.3,1.4,1.4,-3.7,0,0,2.1,5.1,0.418,0.2,0.7,0.222,1.1,1.7,0.656
Denzel Valentine,UTA,24,9.2,2.9,0.5,0.4,1.4,1.8,0.3,0.0,0.5,0.8,-1.1,0,0,1.0,2.8,0.379,0.8,2.0,0.404,0.0,0.0,0.0
Derrick Favors,OKC,39,16.7,5.3,0.6,1.5,3.2,4.7,0.4,0.3,0.2,1.6,-3.7,1,0,2.4,4.7,0.516,0.1,0.4,0.125,0.4,0.6,0.64
Derrick Jones Jr.,CHI,49,17.4,5.5,0.6,1.2,2.1,3.3,0.5,0.7,0.6,2.1,0.9,0,0,2.0,3.8,0.535,0.4,1.2,0.305,1.1,1.3,0.788
Derrick Rose,NYK,26,24.5,12.0,4.0,0.8,2.2,3.0,0.8,0.5,1.5,0.6,3.5,0,0,4.7,10.5,0.445,1.4,3.5,0.402,1.2,1.2,0.968
Derrick Walton Jr.,DET,3,36.1,6.3,7.0,0.7,2.7,3.3,2.3,1.3,3.7,2.7,-1.0,0,0,2.0,8.7,0.231,1.0,4.3,0.231,1.3,1.3,1.0
Derrick White,BOS,73,29.3,13.2,4.9,0.5,2.9,3.4,0.9,0.8,1.6,2.3,2.7,2,0,4.5,10.7,0.419,1.5,4.9,0.307,2.7,3.2,0.861
Desmond Bane,MEM,74,30.0,18.3,2.8,0.6,3.9,4.5,1.2,0.4,1.5,2.5,4.8,0,0,6.7,14.6,0.459,3.0,7.0,0.429,1.8,2.0,0.901
Devin Booker,PHX,67,34.4,26.7,4.9,0.7,4.4,5.0,1.1,0.4,2.4,2.6,6.8,5,0,9.7,20.8,0.465,2.7,7.1,0.383,4.6,5.3,0.866
Devin Cannady,ORL,4,27.8,8.8,2.0,0.3,1.3,1.5,1.3,0.8,1.3,2.0,-7.3,0,0,2.8,8.5,0.324,2.8,7.0,0.393,0.5,1.0,0.5
Devin Vassell,SAS,69,27.2,12.2,1.9,0.6,3.7,4.3,1.1,0.6,0.8,2.0,1.0,1,0,4.6,10.7,0.428,1.9,5.3,0.357,1.1,1.3,0.828
Devon Dotson,CHI,11,7.7,2.6,1.4,0.1,0.7,0.8,0.1,0.0,0.5,1.0,-0.2,0,0,1.0,2.1,0.478,0.2,0.8,0.222,0.5,0.8,0.556
Devontae Cacok,SAS,12,7.8,3.5,0.4,0.6,2.5,3.1,0.6,0.6,0.2,1.0,0.3,0,0,1.6,2.3,0.704,0.0,0.0,0.0,0.3,0.6,0.571
Devonte' Graham,NOP,74,28.7,12.0,4.1,0.5,1.9,2.4,0.9,0.2,1.4,1.3,0.7,0,0,3.9,10.9,0.363,2.6,7.5,0.342,1.5,1.8,0.843
Dewayne Dedmon,MIA,66,15.9,6.3,0.7,1.6,4.2,5.8,0.3,0.6,1.0,2.6,0.8,3,0,2.5,4.4,0.566,0.3,0.7,0.413,1.1,1.5,0.755
Didi Louzada,POR,6,11.0,2.7,0.5,0.7,1.0,1.7,0.2,0.2,0.2,0.8,-3.0,0,0,1.0,3.2,0.316,0.7,2.2,0.308,0.0,0.0,0.0
Dillon Brooks,MEM,30,27.8,18.5,2.7,1.0,2.3,3.3,1.2,0.2,1.6,3.3,6.8,0,0,7.1,16.5,0.428,1.4,4.7,0.303,2.9,3.5,0.846
Domantas Sabonis,SAC,62,34.4,18.9,5.2,3.2,8.9,12.1,1.0,0.4,3.1,3.3,-0.2,46,5,7.1,12.5,0.573,0.6,2.0,0.312,4.0,5.4,0.741
Donovan Mitchell,UTA,66,33.8,26.0,5.3,0.8,3.3,4.2,1.5,0.2,3.0,2.5,4.6,3,0,9.2,20.5,0.45,3.5,9.8,0.355,4.0,4.7,0.852
Donte DiVincenzo,SAC,40,23.9,8.8,2.8,1.0,3.1,4.1,1.2,0.2,1.7,1.6,-1.9,0,0,2.8,8.0,0.346,1.7,5.2,0.332,1.6,1.9,0.865
Dorian Finney-Smith,DAL,78,33.2,10.9,1.9,1.5,3.1,4.7,1.1,0.5,1.0,2.3,2.4,1,0,4.0,8.7,0.465,2.1,5.4,0.385,0.7,1.1,0.675
Doug McDermott,SAS,51,24.0,11.3,1.3,0.4,1.9,2.3,0.3,0.1,0.8,1.5,-0.7,0,0,4.2,9.1,0.462,2.1,5.0,0.422,0.8,1.0,0.784
Draymond Green,GSW,43,29.0,7.4,7.0,1.0,6.3,7.4,1.3,1.1,3.0,2.9,4.1,3,1,2.8,5.5,0.517,0.3,1.2,0.288,1.3,2.1,0.652
Drew Eubanks,POR,69,17.2,7.4,1.2,1.9,3.5,5.4,0.4,0.6,1.1,1.7,-4.1,7,0,3.0,5.0,0.59,0.1,0.3,0.238,1.4,1.8,0.754
Duane Washington Jr.,IND,46,20.1,9.6,1.8,0.1,1.7,1.8,0.5,0.1,1.2,1.4,-2.8,0,0,3.5,8.8,0.394,1.6,4.5,0.366,1.0,1.3,0.763
Duncan Robinson,MIA,77,26.0,11.0,1.6,0.3,2.2,2.5,0.5,0.2,0.8,2.6,1.6,0,0,3.7,9.2,0.399,2.9,7.9,0.372,0.7,0.8,0.836
Dwight Howard,LAL,58,15.9,5.9,0.5,1.9,3.9,5.8,0.6,0.6,0.8,1.9,-2.1,4,0,2.1,3.5,0.609,0.1,0.2,0.583,1.5,2.3,0.657
Dwight Powell,DAL,80,21.8,8.6,1.2,2.1,2.8,4.9,0.5,0.5,0.7,2.7,0.5,2,0,3.2,4.9,0.662,0.2,0.5,0.351,2.0,2.5,0.8
Dylan Windler,CLE,48,9.1,2.3,0.6,0.4,1.4,1.8,0.3,0.1,0.3,0.9,0.3,0,0,0.8,2.0,0.379,0.4,1.4,0.309,0.3,0.4,0.833
Ed Davis,CLE,30,6.7,0.9,0.2,0.5,1.7,2.1,0.1,0.3,0.2,1.1,0.5,0,0,0.4,0.5,0.688,0.0,0.0,0.0,0.2,0.5,0.429
Elfrid Payton,PHX,49,11.0,3.0,2.0,0.4,1.3,1.8,0.5,0.1,0.9,0.8,-0.7,0,0,1.3,3.5,0.382,0.1,0.4,0.222,0.2,0.7,0.375
Elijah Hughes,POR,33,11.4,3.4,0.6,0.2,1.4,1.5,0.4,0.2,0.4,1.1,-5.4,0,0,1.3,3.8,0.336,0.7,2.5,0.274,0.2,0.2,0.714
Emanuel Terry,PHX,3,6.1,0.0,0.7,2.7,2.3,5.0,0.3,0.0,1.7,1.3,-6.3,0,0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Mudiay,SAC,2,5.5,1.5,2.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,-3.5,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,0.75
Enes Freedom,BOS,35,11.8,3.7,0.2,1.7,2.8,4.6,0.1,0.4,0.6,1.2,2.0,2,0,1.5,2.8,0.526,0.1,0.1,0.4,0.7,0.8,0.857
Eric Bledsoe,POR,54,25.2,9.9,4.2,0.5,2.9,3.4,1.3,0.4,2.1,1.6,-0.7,2,0,3.6,8.7,0.421,0.9,3.0,0.313,1.6,2.2,0.761
Eric Gordon,HOU,57,29.3,13.4,2.7,0.3,1.7,2.0,0.5,0.3,1.9,1.1,-3.1,0,0,4.7,9.9,0.475,2.2,5.3,0.412,1.8,2.4,0.778
Eric Paschall,UTA,57,12.8,5.7,0.6,0.5,1.3,1.8,0.2,0.1,0.5,0.9,-0.5,0,0,1.9,4.0,0.483,0.7,1.9,0.37,1.1,1.5,0.774
Eugene Omoruyi,DAL,4,4.5,1.8,0.5,0.5,1.3,1.8,0.0,0.0,0.0,0.5,0.8,0,0,0.5,1.3,0.4,0.3,0.5,0.5,0.5,1.0,0.5
Evan Fournier,NYK,78,29.5,14.1,2.1,0.4,2.2,2.6,1.0,0.2,1.3,2.2,-1.5,0,0,5.1,12.1,0.419,3.0,7.7,0.392,1.0,1.4,0.712
Evan Mobley,CLE,67,33.9,14.9,2.5,2.0,6.2,8.3,0.8,1.6,2.0,2.2,1.1,20,0,6.1,12.0,0.506,0.3,1.4,0.253,2.4,3.6,0.664
Facundo Campazzo,DEN,63,18.6,5.2,3.4,0.4,1.5,1.9,1.0,0.4,1.0,2.0,-3.3,2,0,1.7,4.6,0.364,0.9,3.0,0.302,1.0,1.2,0.769
Frank Jackson,DET,51,22.1,10.7,1.1,0.4,1.3,1.6,0.5,0.2,0.7,1.7,-3.7,0,0,3.7,9.1,0.406,1.7,5.3,0.315,1.6,2.0,0.824
Frank Kaminsky,PHX,9,20.1,10.6,1.4,1.2,3.3,4.6,0.9,0.8,0.6,1.6,4.3,0,0,4.0,7.3,0.545,0.6,1.7,0.333,2.0,2.2,0.9
Frank Ntilikina,DAL,57,11.9,4.2,1.2,0.2,1.2,1.4,0.5,0.1,0.5,1.1,1.2,0,0,1.6,3.9,0.401,0.7,1.9,0.345,0.4,0.4,0.96
Franz Wagner,ORL,79,30.7,15.2,2.9,1.1,3.4,4.5,0.9,0.4,1.5,2.1,-3.1,2,0,5.8,12.3,0.468,1.2,3.4,0.354,2.4,2.8,0.863
Fred VanVleet,TOR,65,37.9,20.3,6.7,0.7,3.8,4.4,1.7,0.5,2.6,2.5,3.3,10,1,6.8,16.9,0.403,3.7,9.9,0.377,3.0,3.4,0.874
Freddie Gillespie,ORL,9,13.2,2.3,0.6,1.4,2.6,4.0,0.3,1.0,0.6,2.0,-3.2,0,0,1.0,2.4,0.409,0.0,0.1,0.0,0.3,0.8,0.429
Furkan Korkmaz,PHI,64,21.5,7.8,1.9,0.3,2.4,2.7,0.5,0.1,0.7,0.9,0.2,1,0,2.8,7.2,0.392,1.2,4.0,0.293,1.0,1.3,0.8
Gabe Vincent,MIA,66,23.6,8.7,3.2,0.3,1.5,1.9,0.9,0.2,1.5,2.3,1.6,0,0,3.2,7.6,0.414,1.7,4.8,0.363,0.7,0.8,0.815
Gabriel Deck,OKC,7,7.9,2.6,0.7,0.1,0.7,0.9,0.1,0.0,0.3,0.3,-2.0,0,0,1.1,2.0,0.571,0.3,0.6,0.5,0.0,0.0,0.0
Gabriel Lundberg,PHX,3,5.8,1.0,2.0,0.3,0.3,0.7,0.3,0.0,1.0,1.0,5.7,0,0,0.3,2.0,0.167,0.3,1.0,0.333,0.0,0.0,0.0
Garrett Temple,NOP,56,18.9,5.4,1.3,0.5,2.0,2.5,0.8,0.4,0.7,1.4,-5.9,0,0,1.9,5.0,0.383,1.0,3.1,0.32,0.5,0.7,0.683
Garrison Mathews,HOU,63,26.3,10.0,1.0,0.5,2.3,2.8,0.9,0.3,0.6,2.6,-3.4,0,0,2.8,7.2,0.395,2.1,6.0,0.355,2.2,2.7,0.797
Gary Clark,NOP,35,9.5,2.4,0.4,0.5,1.8,2.3,0.3,0.2,0.2,0.5,-0.4,0,0,0.8,2.2,0.355,0.7,1.8,0.381,0.2,0.2,0.75
Gary Harris,ORL,61,28.4,11.1,1.8,0.6,1.4,2.0,1.0,0.1,1.0,1.8,-3.4,0,0,3.9,9.1,0.434,1.9,5.0,0.384,1.4,1.6,0.874
Gary Payton II,GSW,68,17.4,7.0,0.9,1.0,2.4,3.4,1.4,0.3,0.6,1.9,2.5,1,0,3.0,4.8,0.613,0.6,1.7,0.364,0.5,0.8,0.589
Gary Trent Jr.,TOR,67,34.9,18.1,2.0,0.4,2.4,2.7,1.8,0.3,1.0,2.1,2.4,0,0,6.3,15.3,0.41,3.0,7.8,0.377,2.5,3.0,0.85
George Hill,MIL,52,23.5,6.2,2.3,0.7,2.2,2.9,0.8,0.1,0.8,1.3,5.8,0,0,2.2,5.1,0.427,0.8,2.5,0.31,1.0,1.1,0.915
George King,DAL,4,4.8,0.3,0.0,0.0,1.3,1.3,0.0,0.0,0.3,1.0,-6.8,0,0,0.0,1.3,0.0,0.0,1.0,0.0,0.3,0.5,0.5
Georges Niang,PHI,75,22.9,9.2,1.4,0.3,2.4,2.7,0.4,0.2,0.8,2.5,1.2,0,0,3.2,7.4,0.437,2.0,5.1,0.403,0.7,0.8,0.881
Georgios Kalaitzakis,OKC,11,10.9,4.0,0.3,0.5,0.5,1.0,0.5,0.2,1.2,1.1,-5.8,0,0,1.4,3.0,0.455,0.5,1.2,0.385,0.8,1.9,0.429
Giannis Antetokounmpo,MIL,65,32.9,29.9,5.8,2.0,9.6,11.6,1.0,1.4,3.3,3.2,5.8,44,4,10.3,18.6,0.554,1.1,3.6,0.298,8.2,11.4,0.72
Goga Bitadze,IND,50,14.6,7.0,1.1,1.6,2.0,3.5,0.4,0.8,0.9,2.1,-0.6,2,0,2.6,5.0,0.52,0.5,1.6,0.288,1.3,1.9,0.681
Goran Dragic,BKN,21,23.7,7.5,4.1,0.6,2.5,3.1,0.9,0.2,1.6,2.1,0.3,0,0,2.7,7.2,0.377,0.8,3.0,0.254,1.3,1.6,0.818
Gordon Hayward,CHA,49,31.9,15.9,3.6,0.8,3.8,4.6,1.0,0.4,1.7,1.7,-0.4,1,0,5.8,12.6,0.459,1.8,4.5,0.391,2.6,3.0,0.846
Gorgui Dieng,ATL,44,8.4,3.5,0.8,0.7,2.0,2.8,0.3,0.3,0.5,1.2,-1.4,0,0,1.2,2.5,0.473,0.7,1.5,0.426,0.4,0.6,0.731
Grant Williams,BOS,75,24.3,7.9,1.0,0.8,2.7,3.5,0.5,0.7,0.8,2.4,1.7,1,0,2.7,5.6,0.481,1.4,3.3,0.42,1.1,1.2,0.901
Grayson Allen,MIL,66,27.3,11.1,1.5,0.5,2.9,3.4,0.7,0.3,0.7,1.5,3.5,0,0,3.9,8.6,0.448,2.4,5.9,0.409,1.0,1.1,0.865
Greg Brown III,POR,45,12.7,4.8,0.6,0.8,1.9,2.7,0.6,0.5,0.6,1.9,-4.1,0,0,1.7,3.9,0.44,0.4,1.1,0.333,1.0,1.4,0.677
Greg Monroe,MIN,13,13.6,5.2,1.3,2.2,2.5,4.7,0.5,0.6,0.7,1.7,-0.2,0,0,2.2,3.8,0.571,0.0,0.0,0.0,0.8,1.6,0.524
Hamidou Diallo,DET,58,21.9,11.0,1.3,1.2,3.6,4.8,1.2,0.3,1.0,2.5,-3.6,5,0,4.5,9.1,0.496,0.4,1.6,0.247,1.6,2.4,0.65
Harrison Barnes,SAC,75,34.0,16.8,2.5,1.1,4.6,5.7,0.7,0.2,1.6,1.3,-5.0,5,0,5.2,11.0,0.47,1.9,4.8,0.395,4.5,5.5,0.83
Hassan Whiteside,UTA,63,18.0,8.2,0.4,2.5,5.1,7.6,0.3,1.6,0.8,2.8,3.7,14,0,3.3,5.1,0.647,0.0,0.0,0.0,1.6,2.5,0.616
Hassani Gravett,ORL,8,21.4,6.3,2.5,0.1,2.5,2.6,0.6,0.1,1.1,1.6,-0.3,0,0,2.3,4.8,0.474,1.4,3.3,0.423,0.4,0.5,0.75
Haywood Highsmith,MIA,18,6.8,1.5,0.2,0.4,0.8,1.2,0.1,0.1,0.1,0.7,-1.5,0,0,0.5,1.6,0.31,0.4,1.1,0.35,0.1,0.2,0.5
Herbert Jones,NOP,76,30.2,9.6,2.2,1.2,2.6,3.8,1.7,0.8,1.3,3.1,0.9,1,0,3.5,7.4,0.475,0.7,2.2,0.339,1.8,2.1,0.839
Ignas Brazdeikis,ORL,41,12.5,4.8,0.8,0.5,1.1,1.6,0.2,0.1,0.4,1.1,-4.4,0,0,1.8,4.3,0.421,0.6,2.0,0.317,0.5,0.7,0.655
Immanuel Quickley,NYK,76,22.7,10.9,3.3,0.4,2.7,3.0,0.7,0.0,1.2,2.2,2.9,2,1,3.5,8.9,0.387,1.7,4.9,0.343,2.2,2.5,0.885
Isaac Bonga,TOR,15,4.6,0.8,0.3,0.3,0.2,0.5,0.5,0.1,0.1,0.7,-2.1,0,0,0.2,0.9,0.231,0.1,0.3,0.25,0.3,0.5,0.625
Isaac Okoro,CLE,65,29.8,8.9,1.8,1.1,2.0,3.0,0.9,0.3,0.9,2.4,1.4,0,0,3.1,6.5,0.48,0.8,2.4,0.353,1.8,2.4,0.771
Isaiah Hartenstein,LAC,66,17.7,8.2,2.3,1.7,3.2,4.8,0.7,1.1,1.2,2.5,1.9,2,0,3.4,5.4,0.625,0.2,0.4,0.423,1.3,1.9,0.677
Isaiah Jackson,IND,34,14.1,8.1,0.3,1.7,2.4,4.1,0.6,1.4,1.1,2.5,-0.9,3,0,3.1,5.6,0.563,0.1,0.4,0.267,1.6,2.4,0.675
Isaiah Joe,PHI,53,10.8,3.5,0.6,0.1,0.8,1.0,0.2,0.1,0.3,0.8,0.2,0,0,1.1,3.1,0.352,0.8,2.4,0.333,0.5,0.5,0.931
Isaiah Livers,DET,17,20.0,6.3,1.2,0.8,2.2,3.0,0.6,0.4,0.8,1.9,0.6,1,0,2.1,4.9,0.434,1.5,3.6,0.41,0.6,0.7,0.833
Isaiah Roby,OKC,43,21.3,9.9,1.6,1.7,3.2,4.9,0.8,0.8,0.9,2.4,-4.2,4,0,3.6,7.0,0.512,0.9,2.1,0.44,1.8,2.6,0.685
Isaiah Stewart,DET,69,25.7,8.3,1.1,3.2,5.5,8.7,0.3,1.1,1.2,3.0,-5.0,12,0,3.6,7.0,0.51,0.2,0.6,0.3,1.0,1.5,0.713
Isaiah Thomas,CHA,20,15.8,8.4,1.7,0.2,1.2,1.4,0.3,0.3,0.7,1.5,0.1,0,0,3.1,7.8,0.391,1.3,3.9,0.325,1.0,1.2,0.833
Isaiah Todd,WAS,10,4.1,1.6,0.3,0.2,0.8,1.0,0.2,0.2,0.1,0.1,-0.1,0,0,0.5,1.7,0.294,0.4,1.1,0.364,0.2,0.6,0.333
Ish Smith,WAS,63,17.3,6.3,3.8,0.4,1.8,2.2,0.7,0.4,1.2,1.2,-2.1,1,0,2.8,6.6,0.427,0.4,1.0,0.364,0.2,0.4,0.625
Ish Wainright,PHX,44,7.4,2.1,0.3,0.6,0.6,1.2,0.4,0.1,0.3,1.0,1.0,0,0,0.8,2.0,0.389,0.4,1.2,0.314,0.2,0.3,0.583
Ivica Zubac,LAC,74,24.4,10.2,1.6,2.8,5.6,8.4,0.5,1.0,1.5,2.7,-2.1,23,0,4.0,6.4,0.627,0.0,0.0,0.0,2.2,3.0,0.729
JT Thor,CHA,31,8.2,2.2,0.6,0.4,0.9,1.3,0.3,0.4,0.3,0.8,0.3,0,0,0.8,1.8,0.436,0.2,0.9,0.259,0.4,0.6,0.6
Ja Morant,MEM,56,33.3,27.6,6.7,1.3,4.4,5.7,1.2,0.4,3.4,1.5,3.1,10,1,10.2,20.8,0.493,1.5,4.5,0.34,5.6,7.3,0.762
JaMychal Green,DEN,65,16.0,6.4,0.9,1.2,2.9,4.1,0.6,0.4,0.8,2.3,-1.4,1,0,2.3,4.9,0.481,0.5,1.9,0.27,1.2,1.4,0.876
JaQuori McLaughlin,DAL,4,2.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-2.3,0,0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0
JaVale McGee,PHX,72,15.8,9.2,0.6,2.1,4.5,6.6,0.3,1.1,1.3,2.4,1.9,9,0,3.9,6.2,0.63,0.0,0.1,0.222,1.4,1.9,0.717
Jabari Parker,BOS,12,9.4,4.4,0.5,0.4,1.9,2.3,0.3,0.1,0.7,1.1,-0.6,0,0,1.5,3.2,0.474,0.7,1.3,0.5,0.8,0.8,1.0
Jaden McDaniels,MIN,68,25.9,9.3,1.1,1.1,3.1,4.3,0.8,0.8,1.1,3.3,0.1,0,0,3.6,8.0,0.458,1.1,3.6,0.313,0.8,1.0,0.8
Jaden Springer,PHI,2,2.8,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,-4.0,0,0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jae Crowder,PHX,66,28.2,9.5,1.9,0.5,4.8,5.2,1.4,0.4,0.8,2.6,5.8,1,0,3.3,8.1,0.4,1.9,5.5,0.349,1.1,1.4,0.789
Jae'Sean Tate,HOU,76,26.3,11.9,2.9,1.7,3.7,5.4,0.9,0.5,1.8,3.7,-5.1,7,0,4.7,9.4,0.499,0.8,2.6,0.308,1.7,2.4,0.709
Jahmi'us Ramsey,SAC,19,7.0,3.2,0.4,0.2,0.5,0.7,0.1,0.1,0.3,0.5,-1.1,0,0,1.3,3.1,0.414,0.3,0.9,0.278,0.4,0.7,0.5
Jaime Echenique,WAS,1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Layman,MIN,33,6.5,2.2,0.3,0.2,0.8,1.0,0.2,0.2,0.3,0.4,-0.8,0,0,0.8,2.1,0.386,0.2,1.0,0.206,0.3,0.4,0.714
Jakob Poeltl,SAS,66,28.9,13.5,2.8,3.9,5.3,9.2,0.7,1.7,1.6,3.1,2.0,26,0,6.0,9.7,0.619,0.0,0.0,1.0,1.4,2.8,0.495
Jalen Brunson,DAL,77,32.2,16.3,4.8,0.5,3.4,3.9,0.9,0.0,1.6,1.9,2.6,7,0,6.5,12.8,0.503,1.2,3.1,0.372,2.3,2.7,0.841
Jalen Green,HOU,65,31.7,17.0,2.6,0.5,2.9,3.4,0.7,0.3,2.0,1.6,-8.0,0,0,6.0,14.1,0.424,2.4,6.8,0.345,2.7,3.4,0.801
Jalen Johnson,ATL,21,5.6,2.5,0.1,0.1,1.1,1.2,0.1,0.1,0.4,0.4,-0.7,0,0,1.0,2.0,0.537,0.1,0.6,0.231,0.2,0.3,0.714
Jalen McDaniels,CHA,53,16.1,5.9,1.0,0.6,2.4,3.0,0.5,0.4,0.7,1.7,0.3,1,0,2.1,4.5,0.473,0.7,1.9,0.353,1.0,1.3,0.729
Jalen Smith,IND,51,18.1,9.2,0.5,2.0,4.0,6.0,0.3,0.8,0.8,1.9,0.6,9,0,3.5,6.9,0.503,0.8,2.4,0.328,1.5,2.0,0.765
Jalen Suggs,ORL,48,27.2,11.8,4.4,0.5,3.0,3.6,1.2,0.4,3.0,3.0,-4.3,2,0,4.1,11.4,0.361,0.9,4.1,0.214,2.6,3.4,0.773
James Bouknight,CHA,30,10.1,4.7,0.9,0.7,1.0,1.7,0.2,0.0,0.5,0.9,-1.5,0,0,1.6,4.6,0.345,0.6,1.6,0.347,0.9,1.0,0.871
James Ennis III,DEN,7,7.9,4.1,0.4,0.7,1.0,1.7,0.3,0.3,0.3,0.7,0.0,0,0,1.6,3.4,0.458,0.4,1.1,0.375,0.6,0.7,0.8
James Harden,PHI,63,37.2,22.2,10.1,0.9,6.9,7.8,1.3,0.6,4.4,2.4,2.4,40,11,6.3,15.3,0.412,2.3,6.9,0.333,7.3,8.3,0.874
James Johnson,BKN,62,19.2,5.5,2.1,0.8,2.6,3.5,0.5,0.5,0.8,2.6,-1.0,1,0,2.3,5.0,0.469,0.4,1.4,0.271,0.5,0.9,0.527
Jamorko Pickett,DET,12,12.8,3.7,0.6,0.5,1.8,2.3,0.0,0.5,0.3,1.0,0.3,0,0,1.3,3.7,0.364,0.9,2.8,0.324,0.1,0.2,0.5
Jared Butler,UTA,40,8.4,3.8,1.5,0.1,0.9,1.1,0.4,0.2,0.8,1.1,-0.7,0,0,1.5,3.6,0.403,0.7,2.1,0.321,0.2,0.3,0.583
Jared Harper,NOP,2,5.2,3.5,1.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0,0,1.5,3.5,0.429,0.5,1.0,0.5,0.0,0.0,0.0
Jaren Jackson Jr.,MEM,76,27.4,16.4,1.1,1.6,4.3,5.8,0.9,2.3,1.7,3.5,4.7,7,0,5.6,13.5,0.414,1.7,5.2,0.319,3.6,4.4,0.821
Jarred Vanderbilt,MIN,72,25.5,7.0,1.3,2.9,5.6,8.5,1.3,0.6,1.0,2.4,2.3,8,0,2.9,4.9,0.59,0.0,0.2,0.154,1.2,1.8,0.651
Jarrett Allen,CLE,56,32.3,16.1,1.6,3.4,7.3,10.8,0.8,1.3,1.7,1.7,2.4,32,0,6.6,9.7,0.677,0.0,0.2,0.1,2.9,4.2,0.708
Jarrett Culver,MEM,36,8.5,3.2,0.9,0.4,0.9,1.3,0.5,0.1,0.5,1.1,-0.1,0,0,1.3,3.3,0.387,0.3,1.1,0.244,0.4,0.8,0.483
Jarron Cumberland,POR,3,4.1,0.7,0.3,0.3,0.7,1.0,0.0,0.0,0.0,0.7,3.0,0,0,0.3,0.7,0.5,0.0,0.3,0.0,0.0,0.0,0.0
Javin DeLaurier,MIL,1,2.8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javonte Green,CHI,63,23.2,7.2,0.9,1.4,2.8,4.2,1.0,0.5,0.5,2.0,0.2,0,0,2.7,5.0,0.543,0.6,1.6,0.367,1.3,1.5,0.833
Javonte Smart,MIA,16,10.4,1.9,0.9,0.3,0.9,1.2,0.3,0.1,0.6,0.7,-1.8,0,0,0.7,2.9,0.239,0.3,1.2,0.211,0.3,0.4,0.833
Jaxson Hayes,NOP,67,19.9,9.3,0.6,1.7,2.9,4.6,0.5,0.8,0.8,2.3,0.4,4,0,3.5,5.6,0.627,0.3,0.7,0.38,2.1,2.7,0.767
Jay Huff,LAL,4,5.1,0.0,0.3,0.3,0.8,1.0,0.3,0.3,0.3,0.3,3.8,0,0,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Jay Scrubb,LAC,18,6.7,2.7,0.4,0.1,0.8,0.9,0.2,0.2,0.4,0.5,0.9,0,0,1.0,2.6,0.391,0.3,1.2,0.286,0.4,0.6,0.7
Jaylen Brown,BOS,64,33.7,23.7,3.4,0.8,5.3,6.1,1.1,0.3,2.7,2.4,6.9,10,1,8.8,18.5,0.474,2.5,7.0,0.361,3.7,4.9,0.762
Jaylen Hoard,OKC,5,29.5,12.4,2.0,3.6,6.8,10.4,0.8,0.6,1.0,1.8,-3.6,2,0,5.0,9.4,0.532,1.4,3.0,0.467,1.0,2.6,0.385
Jaylen Morris,SAS,3,5.3,0.7,0.7,0.0,0.7,0.7,0.0,0.0,0.3,0.7,2.7,0,0,0.0,2.0,0.0,0.0,0.7,0.0,0.7,1.3,0.5
Jaylen Nowell,MIN,60,15.7,8.4,2.1,0.4,1.7,2.0,0.5,0.2,0.6,1.2,1.3,0,0,3.1,6.6,0.476,1.0,2.5,0.388,1.1,1.5,0.773
Jaysean Paige,DET,1,6.6,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,-10.0,0,0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jayson Tatum,BOS,75,36.1,26.9,4.4,1.1,6.9,8.0,1.0,0.7,2.8,2.3,8.5,22,0,9.3,20.7,0.45,3.0,8.6,0.348,5.3,6.2,0.852
Jeff Dowtin,ORL,9,12.0,2.1,1.1,0.9,1.1,2.0,0.6,0.1,0.6,0.6,-2.9,0,0,0.9,2.9,0.308,0.1,1.0,0.111,0.2,0.2,1.0
